"Condiments: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December","2025 January","2025 February","2025 March","2025 April","2025 May","2025 June","2025 July","2025 August","2025 September","2025 October","2025 November","2025 December"
"....Sorsogon","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Sorsogon","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Sorsogon","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Sorsogon","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VI - Western Visayas","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VI - Western Visayas","ONION RED CREOLE (BERMUDA RED), 1 KG",149.11,138.49,148.83,128.82,122.30,130.55,131.33,133.43,132.42,142.85,145.68,193.13,226.80,177.17,142.58,104.50,96.38,105.75,119.25,142.08,152.47,214.70,254.58,321.21,460.67,367.13,233.92,162.81,180.13,212.83,218.83,219.05,206.57,193.64,190.82,216.22,196.05,165.82,132.72,127.13,113.67,118.00,125.13,127.97,123.25,121.50,122.58,125.42,154.46,174.54,175.96,148.71,149.08,154.95,160.54,176.71,.,.,.,.
"..VI - Western Visayas","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VI - Western Visayas","GINGER, LOOSE, 1 KG",127.79,120.86,116.56,105.93,106.88,112.36,109.35,116.25,117.29,119.17,110.21,107.29,114.06,112.81,100.77,95.94,92.77,90.37,90.42,93.13,93.85,94.58,98.39,96.51,87.40,84.58,86.25,86.04,83.02,89.90,89.58,102.42,115.00,118.02,116.46,110.31,107.29,104.06,105.37,123.23,150.31,215.52,251.88,255.73,244.17,213.02,188.86,168.60,168.18,159.80,158.97,167.30,183.76,192.25,186.94,211.13,.,.,.,.
"....Aklan","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Aklan","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Aklan","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Aklan","GINGER, LOOSE, 1 KG",115.90,117.20,119.80,85.94,82.03,88.54,93.75,106.25,108.75,105.00,107.50,101.25,106.25,92.50,80.00,68.75,82.50,88.75,76.25,78.75,82.50,82.50,85.63,86.88,72.50,71.25,75.00,80.00,66.25,76.25,77.50,83.75,108.75,107.50,102.50,92.50,78.75,85.00,84.38,108.75,130.00,222.50,260.00,282.50,215.00,200.00,157.50,126.25,108.13,104.38,111.88,128.13,159.38,165.00,155.00,231.75,.,.,.,.
"....Antique","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Antique","ONION RED CREOLE (BERMUDA RED), 1 KG",169.22,158.83,170.70,136.56,130.62,136.56,142.50,145.00,143.75,146.25,143.75,186.50,206.50,167.75,116.25,111.25,91.25,106.25,125.00,147.50,161.25,243.75,270.00,314.38,417.50,365.00,230.00,145.63,175.63,210.00,222.50,221.50,215.75,204.88,202.00,231.50,216.50,177.75,150.25,149.00,106.25,122.50,131.50,136.50,132.50,122.50,125.00,120.00,156.25,166.25,180.00,158.75,150.00,147.50,146.88,166.25,.,.,.,.
"....Antique","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Antique","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Capiz","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Capiz","ONION RED CREOLE (BERMUDA RED), 1 KG",171.87,154.48,153.14,145.12,143.78,135.76,133.75,137.50,130.00,142.50,138.75,158.75,210.00,191.25,182.50,138.75,131.25,117.50,122.50,136.25,142.50,213.75,236.25,323.75,432.50,333.75,303.75,176.25,180.00,213.75,231.25,226.25,220.00,213.75,202.50,215.00,203.75,158.75,150.00,140.00,138.75,138.75,148.75,126.25,126.25,137.50,138.75,135.00,143.13,160.63,154.38,149.38,150.63,153.13,160.00,173.13,.,.,.,.
"....Capiz","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Capiz","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Guimaras","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Guimaras","ONION RED CREOLE (BERMUDA RED), 1 KG",125.35,127.06,132.21,113.33,97.02,113.33,113.33,121.67,115.00,133.33,138.33,213.33,220.00,128.33,105.00,87.50,73.33,83.33,103.33,128.33,143.33,220.00,253.33,306.67,436.67,338.33,198.33,111.67,163.33,215.00,196.67,200.00,176.67,160.00,153.33,191.67,163.33,133.33,96.67,95.00,80.00,83.33,83.33,115.00,108.33,103.33,101.67,111.67,131.67,156.67,148.33,106.67,108.33,115.00,126.67,151.67,.,.,.,.
"....Guimaras","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Guimaras","GINGER, LOOSE, 1 KG",121.67,110.00,103.33,96.67,98.33,105.00,96.67,106.67,113.33,116.67,103.33,100.00,105.00,96.67,88.33,81.67,85.00,80.00,88.33,91.67,93.33,95.00,101.67,101.67,90.00,83.33,83.33,80.00,85.00,90.00,90.00,115.00,115.00,120.00,108.33,108.33,108.33,101.67,111.67,120.00,170.00,206.67,210.00,210.00,215.00,190.00,181.67,170.00,153.33,155.00,148.33,148.33,176.67,191.67,188.33,185.00,.,.,.,.
"....Iloilo","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Iloilo","ONION RED CREOLE (BERMUDA RED), 1 KG",138.46,125.06,142.92,123.57,119.10,132.50,132.50,128.75,132.50,137.50,146.25,189.25,238.25,176.75,155.50,92.00,94.50,105.75,119.50,144.50,152.00,197.75,234.75,321.00,472.75,369.75,222.50,165.50,175.50,197.25,210.25,211.50,204.00,191.50,192.75,225.25,200.25,176.75,130.50,115.75,112.00,114.50,129.75,131.75,120.00,120.00,117.50,123.75,167.00,184.00,193.50,157.25,156.00,167.38,174.75,186.00,.,.,.,.
"....Iloilo","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Iloilo","GINGER, LOOSE, 1 KG",139.28,133.22,121.11,118.08,124.14,122.63,121.88,123.75,118.75,128.75,115.00,111.25,115.00,121.00,110.50,108.50,99.25,92.88,92.50,95.00,92.50,92.50,97.50,92.50,84.75,83.25,84.50,82.00,84.50,89.50,87.00,100.75,107.75,113.00,119.25,110.50,114.25,103.75,99.50,118.00,133.00,191.50,235.50,241.75,256.75,218.75,197.50,174.63,196.25,177.00,174.00,187.75,192.25,193.50,192.25,202.75,.,.,.,.
"....City of Iloilo","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Iloilo","ONION RED CREOLE (BERMUDA RED), 1 KG",140.63,127.02,145.17,125.51,120.97,134.58,134.58,134.25,140.83,154.67,161.33,217.83,259.25,221.75,153.67,93.00,91.58,115.92,125.92,153.83,163.25,198.25,278.58,340.25,543.92,428.83,215.00,215.00,206.17,228.17,233.50,236.00,216.42,198.08,203.50,217.67,196.42,182.50,136.17,135.92,131.33,130.92,132.33,130.33,129.17,124.17,130.00,136.67,174.25,205.17,203.58,171.50,180.42,191.75,194.42,206.50,.,.,.,.
"....City of Iloilo","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Iloilo","GINGER, LOOSE, 1 KG",134.29,123.01,121.99,123.01,123.01,133.28,125.08,128.33,128.33,126.25,115.00,116.67,130.00,141.08,124.25,124.83,104.33,99.83,104.58,107.08,107.08,108.33,108.75,105.00,102.33,100.50,102.17,102.17,96.33,103.83,103.83,110.17,128.50,131.58,135.75,129.92,127.83,125.83,125.92,146.17,168.25,241.42,302.00,288.67,289.92,243.33,218.75,203.50,215.00,202.83,201.67,205.00,206.75,218.83,212.17,225.00,.,.,.,.
"..Negros Island Region (NIR)","GARLIC, LOCAL, 1 KG",139.45,138.54,138.54,121.34,109.57,123.15,115.00,117.50,135.00,133.75,133.75,141.25,125.00,126.25,113.75,110.00,106.25,107.50,110.00,116.25,110.00,108.75,108.75,110.00,108.75,106.25,98.75,110.00,116.25,136.25,137.50,142.50,146.25,139.38,143.75,140.00,142.50,136.25,135.00,137.50,147.50,151.25,146.25,141.25,146.25,143.13,146.25,148.75,162.50,157.50,158.75,142.50,146.25,147.50,143.75,148.75,.,.,.,.
"..Negros Island Region (NIR)","ONION RED CREOLE (BERMUDA RED), 1 KG",154.08,148.63,146.71,135.31,120.84,114.93,123.73,122.17,125.66,140.96,146.25,174.90,251.48,169.22,143.65,108.86,100.42,105.68,112.65,135.63,148.75,187.81,241.56,314.71,452.03,379.08,258.39,173.04,167.40,206.93,203.75,205.52,195.83,182.71,180.15,208.90,200.05,173.33,152.97,127.55,120.11,130.11,134.74,131.41,123.96,120.78,123.33,129.79,152.19,179.06,189.95,158.23,158.75,159.17,156.88,169.58,.,.,.,.
"..Negros Island Region (NIR)","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..Negros Island Region (NIR)","GINGER, LOOSE, 1 KG",133.39,131.07,125.81,122.95,122.95,118.63,117.50,118.33,120.83,121.86,120.83,124.17,125.28,118.89,117.22,116.08,113.58,110.89,111.36,107.82,106.36,105.94,106.68,104.31,102.85,103.74,98.18,96.93,93.89,100.00,101.39,102.22,107.08,111.67,109.86,115.35,119.72,120.00,117.22,132.64,159.03,202.36,215.56,203.75,210.00,201.53,186.11,171.94,167.92,178.96,176.11,185.07,199.44,203.89,198.75,199.03,.,.,.,.
"....Negros Occidental","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Occidental","ONION RED CREOLE (BERMUDA RED), 1 KG",128.75,145.00,143.75,131.25,113.75,107.50,120.00,116.25,123.38,140.50,150.00,153.25,241.25,195.63,178.75,118.75,106.25,119.38,117.25,133.75,147.50,151.25,223.50,304.00,438.50,367.25,329.88,134.75,180.00,217.63,212.00,223.25,199.75,190.00,192.50,227.50,225.00,183.75,175.63,143.63,124.50,129.50,137.63,133.88,125.00,121.38,121.75,133.25,152.00,182.00,182.50,177.50,171.25,173.75,175.50,178.25,.,.,.,.
"....Negros Occidental","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Occidental","GINGER, LOOSE, 1 KG",111.95,113.89,111.30,112.59,112.59,110.00,110.00,112.50,122.50,127.75,128.00,125.50,135.50,128.00,128.00,126.25,123.75,118.75,118.75,108.13,105.00,105.00,106.63,103.25,101.63,110.38,100.88,99.63,94.00,104.50,105.00,107.50,105.00,107.50,107.50,120.63,133.75,133.75,123.75,140.00,155.00,188.75,186.25,181.25,210.00,207.50,207.50,175.50,175.50,192.13,190.00,197.13,215.50,210.50,201.75,201.75,.,.,.,.
"....Negros Oriental","GARLIC, LOCAL, 1 KG",139.45,138.54,138.54,121.34,109.57,123.15,115.00,117.50,135.00,133.75,133.75,141.25,125.00,126.25,113.75,110.00,106.25,107.50,110.00,116.25,110.00,108.75,108.75,110.00,108.75,106.25,98.75,110.00,116.25,136.25,137.50,142.50,146.25,139.38,143.75,140.00,142.50,136.25,135.00,137.50,147.50,151.25,146.25,141.25,146.25,143.13,146.25,148.75,162.50,157.50,158.75,142.50,146.25,147.50,143.75,148.75,.,.,.,.
"....Negros Oriental","ONION RED CREOLE (BERMUDA RED), 1 KG",151.75,122.38,129.72,117.48,107.69,115.03,116.25,113.75,121.25,127.50,127.50,165.00,255.00,147.50,88.75,77.50,76.25,92.50,107.50,131.25,141.25,190.00,253.75,317.50,437.50,337.50,186.25,133.75,166.25,196.25,188.75,181.25,178.75,160.00,166.25,187.50,176.25,152.50,122.50,108.75,108.75,116.25,123.75,126.25,117.50,118.75,122.50,123.75,151.25,175.00,191.25,136.25,137.50,145.00,142.50,166.25,.,.,.,.
"....Negros Oriental","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Negros Oriental","GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","ONION RED CREOLE (BERMUDA RED), 1 KG",197.78,171.66,159.22,151.76,139.95,121.91,130.00,130.00,126.67,140.00,151.67,200.00,293.33,166.67,130.00,100.00,96.67,96.67,115.00,143.33,156.25,232.50,252.50,355.00,490.63,426.25,251.25,157.50,182.50,211.25,213.75,216.25,205.00,195.00,185.00,223.75,218.13,183.75,152.50,141.25,141.25,145.00,151.25,140.00,140.00,128.75,141.25,140.00,160.00,178.75,204.38,167.50,171.25,163.75,160.00,170.00,.,.,.,.
"....Siquijor","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Siquijor","GINGER, LOOSE, 1 KG",153.13,155.56,143.41,132.52,132.52,111.81,116.67,116.67,116.67,116.67,113.33,126.67,123.33,120.00,115.00,113.33,101.67,103.33,108.33,115.00,113.75,112.50,113.75,110.00,110.00,110.00,105.00,102.50,105.00,107.50,110.00,112.50,126.25,135.00,128.75,126.25,123.75,123.75,123.75,151.25,203.75,272.50,303.75,265.00,235.00,221.25,200.00,197.50,183.75,182.50,177.50,187.50,195.00,205.00,207.50,205.00,.,.,.,.
"....City of Bacolod","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Bacolod","ONION RED CREOLE (BERMUDA RED), 1 KG",138.05,155.47,154.13,140.73,121.97,115.27,128.67,128.67,131.33,155.83,155.83,181.33,216.33,167.08,177.08,139.17,122.50,114.17,110.83,134.17,150.00,177.50,236.50,282.33,441.50,385.33,266.17,266.17,140.83,202.58,200.50,201.33,199.83,185.83,176.83,196.83,180.83,173.33,161.25,116.58,105.92,129.67,126.33,125.50,113.33,114.25,107.83,122.17,145.50,180.50,181.67,151.67,155.00,154.17,149.50,163.83,.,.,.,.
"....City of Bacolod","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Bacolod","GINGER, LOOSE, 1 KG",135.10,123.75,122.73,123.75,123.75,134.08,125.83,125.83,123.33,121.17,121.17,120.33,117.00,108.67,108.67,108.67,115.33,110.58,107.00,100.33,100.33,100.33,99.67,99.67,96.92,90.83,88.67,88.67,82.67,88.00,89.17,86.67,90.00,92.50,93.33,99.17,101.67,102.50,104.17,106.67,118.33,145.83,156.67,165.00,185.00,175.83,150.83,142.83,144.50,162.25,160.83,170.58,187.83,196.17,187.00,190.33,.,.,.,.
"..VII - Central Visayas","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"..VII - Central Visayas","GINGER, LOOSE, 1 KG",133.49,131.64,117.31,116.08,106.01,105.44,107.53,106.66,106.66,103.16,97.51,93.38,98.46,91.29,84.17,83.54,78.38,81.04,81.29,84.63,80.79,80.29,79.04,78.00,79.00,72.38,73.46,72.88,85.47,83.59,88.34,93.33,99.21,100.71,105.17,108.42,107.46,110.50,114.17,158.04,185.92,241.58,241.71,205.13,188.50,171.96,154.08,148.50,149.88,145.58,144.58,150.25,176.54,175.33,192.76,195.22,.,.,.,.
"....Bohol","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Bohol","GINGER, LOOSE, 1 KG",137.25,127.98,114.38,108.20,106.96,106.34,115.00,120.63,124.38,116.88,110.63,116.25,114.38,101.88,91.25,90.63,90.63,94.38,98.13,103.13,99.38,95.63,91.88,92.50,97.50,93.13,93.13,90.63,90.25,95.88,99.63,105.00,105.63,105.63,127.50,121.25,116.25,121.25,108.75,143.13,183.75,215.00,225.63,191.88,173.75,160.63,145.00,142.50,150.63,141.25,145.00,152.50,174.38,178.75,173.13,171.25,.,.,.,.
"....Cebu","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....Cebu","GINGER, LOOSE, 1 KG",159.94,159.94,142.44,142.44,127.63,126.96,127.50,122.50,118.75,107.50,106.25,98.13,105.00,100.00,91.25,93.75,81.25,90.00,83.75,90.00,92.50,92.50,90.00,85.00,85.00,78.75,82.50,78.75,83.75,78.75,88.75,90.00,96.25,103.75,102.50,108.75,101.88,103.75,118.75,156.25,185.00,258.75,263.75,231.25,206.25,197.50,156.25,142.50,146.25,142.50,141.25,153.75,176.25,178.75,177.50,195.00,.,.,.,.
"....City of Cebu","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Cebu","GINGER, LOOSE, 1 KG",102.25,102.25,91.06,91.06,81.59,81.16,81.50,81.50,81.50,81.50,81.50,75.00,76.25,71.67,70.00,68.33,67.50,69.17,71.67,72.50,51.67,51.67,59.17,65.00,65.00,45.00,48.33,49.17,100.00,95.83,95.83,98.33,98.33,96.67,97.50,98.33,100.00,103.33,106.67,171.67,172.50,225.00,261.67,206.67,200.00,180.83,161.67,160.00,152.50,152.50,151.67,152.50,188.33,180.00,190.83,195.83,.,.,.,.
"....City of Lapu-lapu","GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
"....City of Lapu-lapu","ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.
